"Cust_ID","Recency","Frequency","monetary","RScore","FM_score"
15210,226,1.0,210.0,1,3.0
15211,61,0.0065,696.0,3,2.0
15212,242,1.0,68.0,1,3.0
15213,319,0.1667,327.0,1,3.0
15214,2,0.0331,1410.0,5,4.0
15215,47,0.0588,564.0,3,3.0
15216,88,1.0,104.0,2,3.0
15218,11,0.0356,5700.0,5,4.0
15219,177,1.0,152.0,2,3.0
15220,52,0.0261,1497.0,3,3.0
15221,367,1.0,164.0,1,3.0
15222,319,1.0,540.0,1,4.0
15223,226,0.08,463.0,1,3.0
15224,359,0.4,239.0,1,3.0
15225,235,1.0,336.0,1,3.0
15226,311,1.0,141.0,1,3.0
15227,37,0.0177,912.0,3,3.0
15228,67,0.0175,2893.0,3,3.0
15230,240,1.0,360.0,1,3.0
15232,114,0.0714,586.0,2,3.0
15234,277,1.0,178.0,1,3.0
15235,218,0.0764,2057.0,1,4.0
15236,299,1.0,271.0,1,3.0
15237,2,0.0176,1111.0,5,3.0
15238,30,0.0192,891.0,4,3.0
15239,11,0.029,681.0,5,3.0
15240,45,0.0187,1405.0,3,3.0
15241,67,0.0367,1270.0,3,4.0
15243,75,1.0,308.0,2,3.0
15244,66,0.0109,619.0,3,2.0
15245,135,0.0234,2326.0,2,4.0
15246,239,0.0165,518.0,1,2.0
15247,123,1.0,400.0,2,3.0
15249,32,0.0575,6686.0,4,4.0
15251,10,0.0472,8858.0,5,4.0
15252,37,0.0135,10723.0,3,3.0
15253,17,0.0325,883.0,4,4.0
15254,128,1.0,222.0,2,3.0
15255,67,1.0,844.0,3,4.0
15256,149,1.0,99.0,2,3.0
15257,284,1.0,36.0,1,3.0
15258,169,0.04,455.0,2,3.0
15260,101,0.0256,1700.0,2,3.0
15261,136,1.0,210.0,2,3.0
15262,324,1.0,167.0,1,3.0
15263,107,1.0,115.0,2,3.0
15264,65,1.0,429.0,3,4.0
15265,152,0.0235,1301.0,2,3.0
15266,339,1.0,81.0,1,3.0
15267,23,0.0311,1648.0,4,4.0
15269,24,1.0,120.0,4,3.0
15270,16,0.0236,2193.0,4,4.0
15271,8,0.0418,2294.0,5,4.0
15272,58,0.0667,513.0,3,3.0
15274,5,0.1333,612.0,5,4.0
15275,38,1.0,472.0,3,4.0
15276,67,1.0,125.0,3,3.0
15277,47,1.0,232.0,3,3.0
15279,355,1.0,204.0,1,3.0
15280,173,1.0,123.0,2,3.0
15281,59,0.0326,2101.0,3,4.0
15286,50,1.0,232.0,3,3.0
15287,23,0.0408,384.0,4,3.0
15288,44,0.0155,2127.0,3,3.0
15289,30,0.0136,780.0,4,2.0
15290,5,0.0506,7189.0,5,4.0
15291,26,0.0401,4132.0,4,4.0
15292,202,1.0,135.0,1,3.0
15296,51,0.0217,3110.0,3,4.0
15297,11,0.0556,639.0,5,3.0
15298,3,0.0329,4436.0,5,4.0
15299,68,0.0196,4410.0,3,4.0
15300,65,1.0,450.0,3,4.0
15301,51,0.0376,4562.0,3,4.0
15303,291,1.0,472.0,1,4.0
15304,61,0.0162,244.0,3,2.0
15306,65,0.0353,864.0,3,4.0
15307,96,1.0,137.0,2,3.0
15308,275,1.0,227.0,1,3.0
15311,1,0.2433,59826.0,5,5.0
15312,76,0.0143,941.0,2,3.0
15313,111,1.0,50.0,2,3.0
15314,200,1.0,293.0,1,3.0
15315,65,0.0377,466.0,3,3.0
15316,327,1.0,200.0,1,3.0
15318,4,1.0,170.0,5,3.0
15319,284,1.0,138.0,1,3.0
15320,45,1.0,187.0,3,3.0
15321,71,0.0135,2518.0,3,3.0
15322,86,1.0,628.0,2,4.0
15325,104,1.0,110.0,2,3.0
15326,334,1.0,243.0,1,3.0
15327,53,1.0,84.0,3,3.0
15329,40,0.0226,877.0,3,3.0
15330,33,0.069,360.0,4,3.0
15332,367,1.0,1762.0,1,4.0
15333,209,1.0,1006.0,1,4.0
15334,157,0.1667,381.0,2,3.0
15335,54,1.0,166.0,3,3.0
15339,67,0.0079,515.0,3,2.0
15341,81,1.0,2120.0,2,5.0
15342,130,1.0,368.0,2,3.0
15343,88,1.0,248.0,2,3.0
15344,1,0.04,240.0,5,3.0
15345,46,1.0,231.0,3,3.0
15346,333,1.0,234.0,1,3.0
15347,367,1.0,176.0,1,3.0
15348,73,1.0,156.0,2,3.0
15349,159,0.0667,379.0,2,3.0
15350,374,1.0,111.0,1,3.0
15351,13,0.0196,1909.0,5,4.0
15353,255,0.0175,557.0,1,2.0
15355,30,0.08,279.0,4,3.0
15356,32,0.0296,2743.0,4,4.0
15358,5,0.0608,7391.0,5,4.0
15360,40,1.0,411.0,3,3.0
15361,362,1.0,396.0,1,3.0
15363,373,1.0,349.0,1,3.0
15364,96,0.0125,903.0,2,3.0
15365,26,0.0241,2060.0,4,4.0
15366,76,0.007,410.0,2,2.0
15367,58,0.0183,1799.0,3,3.0
15368,22,1.0,472.0,4,4.0
15370,60,0.0219,1550.0,3,3.0
15372,138,1.0,1384.0,2,4.0
15373,9,0.0247,1311.0,5,3.0
15374,129,1.0,132.0,2,3.0
15376,41,0.0164,1084.0,3,3.0
15379,170,0.0368,3404.0,2,4.0
15380,9,0.014,1506.0,5,3.0
15381,269,1.0,258.0,1,3.0
15382,15,0.0213,5724.0,4,4.0
15384,170,0.0105,579.0,2,2.0
15385,41,1.0,296.0,3,3.0
15386,187,1.0,320.0,1,3.0
15388,271,1.0,144.0,1,3.0
15389,173,1.0,400.0,2,3.0
15392,5,0.0112,1514.0,5,3.0
15393,17,0.0075,248.0,4,2.0
15394,10,0.0114,1781.0,5,3.0
15395,326,1.0,92.0,1,3.0
15396,113,1.0,204.0,2,3.0
15397,290,1.0,95.0,1,3.0
15398,17,0.0317,1285.0,4,4.0
15399,2,0.038,806.0,5,3.0
15400,93,0.0267,712.0,2,3.0
15402,149,0.0408,495.0,2,3.0
15405,190,1.0,242.0,1,3.0
15406,32,0.0074,394.0,4,2.0
15407,34,0.0147,664.0,3,2.0
15408,265,1.0,167.0,1,3.0
15410,85,0.0449,3098.0,2,4.0
15411,27,0.0255,1228.0,4,3.0
15412,172,1.0,49.0,2,3.0
15414,10,0.0128,740.0,5,2.0
15415,314,1.0,510.0,1,4.0
15416,65,0.0183,3372.0,3,4.0
15417,86,1.0,550.0,2,4.0
15419,25,1.0,70.0,4,3.0
15421,59,0.0158,930.0,3,3.0
15422,324,2.0,104.0,1,3.0
15423,39,1.0,8.0,3,3.0
15424,255,2.0,270.0,1,4.0
15426,20,0.0142,1243.0,4,3.0
15427,34,0.2,1207.0,3,4.0
15428,16,1.0,72.0,4,3.0
15429,27,0.04,333.0,4,3.0
15432,24,1.0,178.0,4,3.0
15433,214,0.0364,602.0,1,3.0
15434,9,0.0259,879.0,5,3.0
15435,23,1.0,128.0,4,3.0
15436,13,0.0135,11071.0,5,3.0
15437,263,1.0,190.0,1,3.0
15438,132,1.0,135.0,2,3.0
15440,55,0.0194,289.0,3,2.0
15442,249,1.0,600.0,1,4.0
15443,2,0.0219,2906.0,5,4.0
15444,10,0.0625,1272.0,5,4.0
15445,265,1.0,66.0,1,3.0
15447,331,1.0,147.0,1,3.0
15448,313,1.0,404.0,1,3.0
15449,27,0.0127,978.0,4,3.0
15450,31,1.0,394.0,4,3.0
15452,30,0.0127,533.0,4,2.0
15453,2,0.0374,1236.0,5,4.0
15454,363,1.0,136.0,1,3.0
15456,284,0.039,455.0,1,3.0
15457,263,1.0,212.0,1,3.0
15458,26,1.0,144.0,4,3.0
15460,355,1.0,181.0,1,3.0
15462,95,0.0319,208.0,2,3.0
15463,30,1.0,118.0,4,3.0
15464,339,1.0,774.0,1,4.0
15465,20,0.0513,3143.0,4,4.0
15466,86,1.0,358.0,2,3.0
15467,10,0.0208,489.0,5,3.0
15468,52,1.0,444.0,3,4.0
15469,51,0.0282,368.0,3,2.0
15471,3,1.0,472.0,5,4.0
15472,114,1.0,355.0,2,3.0
15473,15,0.1489,2064.0,4,5.0
15475,78,1.0,406.0,2,3.0
15478,41,0.1176,1227.0,3,4.0
15480,117,1.0,577.0,2,4.0
15482,16,0.032,9174.0,4,4.0
15483,162,0.0377,10227.0,2,4.0
15484,2,0.0513,3038.0,5,4.0
15485,31,0.0087,1917.0,4,3.0
15488,93,1.0,72.0,2,3.0
15489,23,0.0158,1002.0,4,3.0
15491,96,0.0426,2769.0,2,4.0
15492,29,0.0426,462.0,4,3.0
15493,33,0.0209,1554.0,4,3.0
15494,22,0.0198,1021.0,4,3.0
15497,18,0.0066,1032.0,4,3.0
15498,3,0.0712,11786.0,5,4.0
15500,9,0.0541,910.0,5,4.0
15502,16,0.0254,5669.0,4,4.0
15503,363,1.0,133.0,1,3.0
15504,82,1.0,47.0,2,3.0
15505,53,0.0481,3220.0,3,4.0
15506,23,0.0256,881.0,4,3.0
15507,172,1.0,386.0,2,3.0
15508,190,0.1277,826.0,1,4.0
15511,12,0.0667,665.0,5,3.0
15512,156,0.0098,104.0,2,1.0
15513,34,0.0557,12571.0,3,4.0
15514,13,0.0312,4165.0,5,4.0
15516,45,1.0,54.0,3,3.0
15517,234,1.0,219.0,1,3.0
15518,65,0.0297,1818.0,3,3.0
15520,2,1.0,322.0,5,3.0
15521,41,0.0326,2094.0,3,4.0
15522,33,0.0357,259.0,4,3.0
15523,85,1.0,435.0,2,4.0
15525,3,0.0081,633.0,5,2.0
15526,34,1.0,10.0,3,3.0
15527,19,0.0237,1669.0,4,3.0
15528,255,1.0,220.0,1,3.0
15529,23,0.0319,3331.0,4,4.0
15530,22,0.0177,1255.0,4,3.0
15531,9,0.087,1673.0,5,4.0
15532,26,0.012,1187.0,4,3.0
15533,20,0.0423,676.0,4,3.0
15535,174,0.0258,395.0,2,2.0
15537,164,1.0,95.0,2,3.0
15539,8,1.0,513.0,5,4.0
15540,12,1.0,188.0,5,3.0
15541,115,1.0,74.0,2,3.0
15543,289,1.0,114.0,1,3.0
15544,10,0.0247,3337.0,5,4.0
15545,55,0.0063,243.0,3,2.0
15547,8,0.0365,3819.0,5,4.0
15549,78,0.0125,1401.0,2,3.0
15550,5,0.0134,541.0,5,2.0
15551,37,1.0,308.0,3,3.0
15552,218,1.0,89.0,1,3.0
15553,61,1.0,279.0,3,3.0
15554,278,1.0,152.0,1,3.0
15555,13,0.0447,23568.0,5,4.0
15556,25,1.0,226.0,4,3.0
15557,29,1.0,373.0,4,3.0
15561,12,0.0195,515.0,5,3.0
15562,352,1.0,117.0,1,3.0
15563,23,0.0119,1074.0,4,3.0
15565,51,0.0952,174.0,3,2.0
15567,19,1.0,150.0,4,3.0
15568,3,0.0417,615.0,5,3.0
15569,104,0.0217,1492.0,2,3.0
15570,8,0.0331,3396.0,5,4.0
15571,12,0.0588,645.0,5,3.0
15572,5,0.0255,1992.0,5,4.0
15573,32,0.0364,462.0,4,3.0
15574,178,0.0204,492.0,2,3.0
15576,38,1.0,838.0,3,4.0
15577,152,0.0194,242.0,2,2.0
15578,163,1.0,120.0,2,3.0
15579,69,0.0081,292.0,3,2.0
15581,157,0.0474,692.0,2,3.0
15582,25,0.0152,623.0,4,2.0
15584,24,0.0286,632.0,4,3.0
15585,177,1.0,450.0,2,4.0
15587,51,0.0132,840.0,3,3.0
15589,256,0.0536,418.0,1,3.0
15592,47,1.0,372.0,3,3.0
15593,71,1.0,204.0,3,3.0
15594,16,0.0227,1670.0,4,3.0
15596,101,0.0188,1217.0,2,3.0
15597,36,1.0,318.0,3,3.0
15598,54,1.0,212.0,3,3.0
15599,27,0.0112,721.0,4,2.0
15601,12,0.0387,5536.0,5,4.0
15602,9,0.0249,982.0,5,3.0
15603,79,1.0,48.0,2,3.0
15604,53,1.0,219.0,3,3.0
15605,37,0.0148,1063.0,3,3.0
15606,62,0.0341,2796.0,3,4.0
15607,337,1.0,56.0,1,3.0
15608,29,0.043,975.0,4,4.0
15609,185,1.0,248.0,1,3.0
15610,52,1.0,106.0,3,3.0
15611,10,0.0337,1150.0,5,4.0
15612,37,0.0769,168.0,3,2.0
15615,11,0.0657,9819.0,5,4.0
15618,33,0.0381,802.0,4,3.0
15619,11,1.0,292.0,5,3.0
15620,57,0.0099,1358.0,3,3.0
15621,5,0.2222,1362.0,5,4.0
15622,44,0.0375,3122.0,3,4.0
15623,142,1.0,265.0,2,3.0
15624,117,0.0284,507.0,2,3.0
15625,104,0.0301,1448.0,2,3.0
15626,75,0.0078,510.0,2,2.0
15628,5,0.0248,2734.0,5,4.0
15630,46,0.0125,987.0,3,3.0
15632,16,0.0308,3302.0,4,4.0
15634,18,1.0,234.0,4,3.0
15636,90,0.0103,630.0,2,2.0
15637,53,1.0,208.0,3,3.0
15639,135,1.0,96.0,2,3.0
15640,5,0.0407,10276.0,5,4.0
15641,106,0.0157,1708.0,2,3.0
15643,192,0.0326,421.0,1,3.0
15644,167,0.0417,795.0,2,3.0
15645,19,1.0,610.0,4,4.0
15646,158,0.0139,285.0,2,2.0
15648,205,0.0313,523.0,1,3.0
15649,337,0.0625,768.0,1,3.0
15651,37,0.0133,540.0,3,2.0
15652,92,1.0,307.0,2,3.0
15653,93,0.0833,1200.0,2,4.0
15654,10,0.1111,939.0,5,4.0
15655,244,1.0,460.0,1,4.0
15656,46,0.0167,621.0,3,2.0
15657,23,1.0,24.0,4,3.0
15658,191,0.0219,678.0,1,3.0
15659,44,1.0,294.0,3,3.0
15660,26,0.0235,1522.0,4,3.0
15661,318,0.0909,236.0,1,3.0
15663,107,1.0,116.0,2,3.0
15664,51,1.0,310.0,3,3.0
15665,169,0.0263,2171.0,2,4.0
15667,40,1.0,240.0,3,3.0
15668,218,1.0,72.0,1,3.0
15669,41,0.0179,654.0,3,3.0
15670,297,1.0,172.0,1,3.0
15671,19,0.0277,2686.0,4,4.0
15673,89,0.0167,2346.0,2,3.0
15674,74,0.022,1920.0,2,4.0
15675,82,0.015,204.0,2,1.0
15676,19,0.0113,2934.0,4,3.0
15677,50,1.0,606.0,3,4.0
15678,53,1.0,356.0,3,3.0
15679,25,0.0252,611.0,4,3.0
15680,10,0.0084,1228.0,5,3.0
15681,26,0.0195,1378.0,4,3.0
15683,118,1.0,201.0,2,3.0
15687,9,0.0279,2506.0,5,4.0
15689,120,0.0082,256.0,2,2.0
15690,5,0.0206,192.0,5,2.0
15691,253,1.0,144.0,1,3.0
15692,29,1.0,186.0,4,3.0
15694,1,0.0349,4720.0,5,4.0
15695,267,2.0,377.0,1,4.0
15696,34,0.0272,2289.0,3,4.0
15699,18,1.0,206.0,4,3.0
15700,173,1.0,647.0,2,4.0
15701,3,0.0367,1213.0,5,4.0
15703,265,1.0,216.0,1,3.0
15704,141,0.0526,1973.0,2,4.0
15705,202,1.0,130.0,1,3.0
15706,65,0.0566,780.0,3,3.0
15707,36,0.0769,810.0,3,3.0
15708,41,0.0212,2902.0,3,4.0
15709,284,1.0,159.0,1,3.0
15712,10,0.0179,1042.0,5,3.0
15713,144,0.0089,267.0,2,2.0
15714,12,0.0299,237.0,5,2.0
15716,146,0.0178,1161.0,2,3.0
15717,235,1.0,158.0,1,3.0
15719,33,0.0425,4960.0,4,4.0
15720,25,1.0,466.0,4,4.0
15721,12,1.0,480.0,5,4.0
15722,36,0.0195,1977.0,3,4.0
15723,365,1.0,186.0,1,3.0
15724,202,0.0238,220.0,1,2.0
15725,16,1.0,427.0,4,4.0
15727,17,0.0203,4363.0,4,4.0
15729,213,1.0,84.0,1,3.0
15730,66,0.0211,998.0,3,3.0
15732,213,0.0124,288.0,1,2.0
15733,283,1.0,130.0,1,3.0
15734,115,0.023,1003.0,2,3.0
15737,15,0.0306,1029.0,4,4.0
15738,19,0.0451,5066.0,4,4.0
15739,67,1.0,536.0,3,4.0
15740,50,1.0,110.0,3,3.0
15743,17,0.0237,699.0,4,3.0
15744,78,1.0,0.0,2,3.0
15745,20,0.0183,945.0,4,3.0
15746,135,1.0,179.0,2,3.0
15747,13,0.0186,851.0,5,3.0
15748,41,1.0,132.0,3,3.0
15749,236,0.0306,45316.0,1,4.0
15750,3,0.0219,2100.0,5,4.0
15752,40,0.021,2476.0,3,4.0
15753,305,1.0,144.0,1,3.0
15754,52,0.0153,462.0,3,2.0
15755,11,0.0211,2067.0,5,4.0
15756,62,0.0212,493.0,3,3.0
15757,66,0.0131,621.0,3,2.0
15758,25,1.0,206.0,4,3.0
15759,297,0.0317,76.0,1,2.0
15762,66,0.1538,511.0,3,4.0
15763,32,0.0426,701.0,4,3.0
15764,89,0.0317,2779.0,2,4.0
15766,65,1.0,300.0,3,3.0
15768,116,0.027,335.0,2,2.0
15769,8,0.0712,63232.0,5,4.0
15773,6,1.0,574.0,5,4.0
15774,69,1.0,194.0,3,3.0
15775,246,1.0,78.0,1,3.0
15776,134,1.0,201.0,2,3.0
15777,242,0.0331,999.0,1,4.0
15780,184,0.0171,497.0,1,2.0
15781,26,0.0107,272.0,4,2.0
15782,10,0.037,2034.0,5,4.0
15783,11,1.0,258.0,5,3.0
15785,33,0.0189,1927.0,4,4.0
15786,47,0.0435,4156.0,3,4.0
15787,27,0.0833,777.0,4,3.0
15789,359,1.0,298.0,1,3.0
15790,11,1.0,176.0,5,3.0
15791,44,0.0123,1433.0,3,3.0
15793,15,0.0118,1056.0,4,3.0
15795,150,1.0,388.0,2,3.0
15796,2,0.0265,2333.0,5,4.0
15797,114,0.0156,2368.0,2,3.0
15799,76,0.0115,671.0,2,2.0
15800,108,0.0143,610.0,2,2.0
15801,47,0.0469,998.0,3,4.0
15803,52,1.0,412.0,3,4.0
15804,1,0.0653,3330.0,5,4.0
15805,24,0.0497,5304.0,4,4.0
15806,47,0.013,702.0,3,2.0
15807,51,0.1071,894.0,3,4.0
15808,307,0.0625,3315.0,1,4.0
15809,37,0.0187,416.0,3,3.0
15810,79,0.0183,1409.0,2,3.0
15811,23,0.0174,2046.0,4,3.0
15812,108,0.0237,1524.0,2,3.0
15813,208,0.0606,982.0,1,4.0
15814,17,0.1143,1797.0,4,4.0
15815,64,0.0254,1958.0,3,4.0
15819,50,0.0175,1835.0,3,3.0
15820,320,1.0,191.0,1,3.0
15821,45,0.1111,457.0,3,4.0
15822,4,0.0056,851.0,5,3.0
15825,173,1.0,212.0,2,3.0
15826,57,0.0194,1567.0,3,3.0
15827,74,0.0467,1660.0,2,4.0
15829,100,0.0476,464.0,2,3.0
15830,38,1.0,450.0,3,4.0
15831,59,0.0112,489.0,3,2.0
15832,255,1.0,829.0,1,4.0
15834,71,0.0144,1733.0,3,3.0
15835,45,0.0139,809.0,3,2.0
15836,51,1.0,53.0,3,3.0
15837,65,1.0,302.0,3,3.0
15838,12,0.0532,35776.0,5,4.0
15839,34,0.0259,1115.0,3,3.0
15840,59,0.0174,284.0,3,2.0
15841,73,0.015,1140.0,2,3.0
15843,304,1.0,81.0,1,3.0
15844,47,1.0,120.0,3,3.0
15845,18,0.0249,3490.0,4,4.0
15847,39,0.008,314.0,3,2.0
15850,20,0.0133,161.0,4,1.0
15852,187,0.1667,118.0,1,3.0
15853,52,1.0,77.0,3,3.0
15854,5,0.0335,2932.0,5,4.0
15855,137,0.0391,686.0,2,3.0
15856,5,0.0746,15128.0,5,4.0
15857,19,1.0,372.0,4,3.0
15858,16,0.0142,972.0,4,3.0
15860,41,0.0243,758.0,3,3.0
15861,13,0.0273,2978.0,5,4.0
15862,9,0.0109,752.0,5,2.0
15863,26,0.0119,49.0,4,1.0
15864,23,0.0203,1792.0,4,3.0
15865,41,0.0172,482.0,3,2.0
15866,102,1.0,157.0,2,3.0
15867,6,0.0411,3135.0,5,4.0
15869,278,2.0,108.0,1,3.0
15870,33,1.0,268.0,4,3.0
15872,15,2.0,294.0,4,4.0
15874,64,0.0315,3351.0,3,4.0
15877,2,0.1176,397.0,5,3.0
15880,370,1.0,299.0,1,3.0
15881,313,0.0943,493.0,1,3.0
15882,199,0.0234,498.0,1,3.0
15883,3,0.0625,325.0,5,3.0
15885,94,1.0,272.0,2,3.0
15886,61,1.0,144.0,3,3.0
15888,81,1.0,88.0,2,3.0
15889,157,0.0093,371.0,2,2.0
15891,227,1.0,416.0,1,4.0
15894,254,0.0171,233.0,1,2.0
15895,150,1.0,164.0,2,3.0
15897,195,2.0,218.0,1,4.0
15898,2,0.0136,1334.0,5,3.0
15899,369,1.0,32.0,1,3.0
15900,24,1.0,344.0,4,3.0
15901,17,0.0216,262.0,4,2.0
15903,10,0.0244,4636.0,5,4.0
15904,9,1.0,145.0,5,3.0
15906,20,0.0295,1328.0,4,3.0
15907,4,0.0144,870.0,5,3.0
15909,174,1.0,222.0,2,3.0
15910,1,0.0252,1097.0,5,3.0
15912,179,0.0357,10261.0,1,4.0
15916,17,0.0199,1067.0,4,3.0
15917,248,1.0,64.0,1,3.0
15918,191,0.0244,373.0,1,2.0
15919,20,0.0057,483.0,4,2.0
15920,155,4.0,159.0,2,3.0
15921,173,1.0,312.0,2,3.0
15922,374,1.0,342.0,1,3.0
15923,373,1.0,117.0,1,3.0
15925,195,1.0,178.0,1,3.0
15930,68,1.0,439.0,3,4.0
15932,5,0.028,2285.0,5,4.0
15933,22,0.0455,1058.0,4,4.0
15935,240,1.0,52.0,1,3.0
15937,65,1.0,161.0,3,3.0
15938,113,0.0236,360.0,2,2.0
15939,90,0.0576,5832.0,2,4.0
15942,134,1.0,258.0,2,3.0
15944,277,1.0,154.0,1,3.0
15945,366,1.0,196.0,1,3.0
15947,83,1.0,1636.0,2,4.0
15948,9,0.0556,923.0,5,4.0
15949,17,0.0357,324.0,4,3.0
15950,32,0.0122,1653.0,4,3.0
15951,9,0.0072,613.0,5,2.0
15952,34,0.0207,673.0,3,3.0
15953,16,0.0225,1736.0,4,3.0
15955,25,0.0401,4286.0,4,4.0
15957,32,1.0,377.0,4,3.0
15958,75,1.0,106.0,2,3.0
15963,20,0.0741,442.0,4,3.0
15965,18,0.0114,797.0,4,2.0
15967,24,0.0068,409.0,4,2.0
15969,3,0.0163,312.0,5,2.0
15970,304,1.0,328.0,1,3.0
15971,18,0.0407,4083.0,4,4.0
15973,367,1.0,100.0,1,3.0
15974,40,0.028,2948.0,3,4.0
15975,85,1.0,345.0,2,3.0
15976,166,0.0357,391.0,2,3.0
15977,18,0.087,639.0,4,3.0
15978,78,1.0,1070.0,2,4.0
15980,89,0.018,2168.0,2,4.0
15981,25,0.0278,3704.0,4,4.0
15983,23,0.0114,1364.0,4,3.0
15984,3,0.0272,2534.0,5,4.0
15985,124,0.0175,1066.0,2,3.0
15986,31,1.0,120.0,4,3.0
15987,13,0.0196,868.0,5,3.0
15988,20,1.0,108.0,4,3.0
15990,45,0.0082,719.0,3,2.0
15992,4,1.0,32.0,5,3.0
15993,9,0.1892,2118.0,5,5.0
15994,55,1.0,395.0,3,3.0
15996,89,0.0215,949.0,2,3.0
15998,37,0.0153,2709.0,3,3.0
16000,3,2.0,9920.0,5,5.0
16003,30,0.0151,1699.0,4,3.0
16005,13,0.0154,569.0,5,2.0
16006,212,1.0,95.0,1,3.0
16007,48,0.0237,1527.0,3,3.0
16008,24,0.0165,454.0,4,2.0
16009,23,0.029,715.0,4,3.0
16010,246,0.0254,418.0,1,3.0
16011,9,0.0446,3220.0,5,4.0
16012,36,0.0248,1074.0,3,3.0
16013,4,0.1274,36642.0,5,5.0
16014,38,0.0118,603.0,3,2.0
16015,4,0.0638,615.0,5,3.0
16016,4,0.022,1395.0,5,3.0
16017,48,1.0,169.0,3,3.0
16018,40,0.0141,328.0,3,2.0
16019,47,0.0282,2984.0,3,4.0
16020,17,0.06,831.0,4,4.0
16022,261,1.0,542.0,1,4.0
16023,47,0.0136,531.0,3,2.0
16024,13,1.0,221.0,5,3.0
16025,30,1.0,450.0,4,4.0
16026,44,1.0,266.0,3,3.0
16027,92,0.0283,1192.0,2,3.0
16029,39,0.1845,74391.0,3,5.0
16030,310,1.0,315.0,1,3.0
16031,93,0.0128,370.0,2,2.0
16033,6,0.0548,7398.0,5,4.0
16034,197,0.0219,469.0,1,3.0
16036,88,0.0113,639.0,2,2.0
16037,270,0.0333,688.0,1,3.0
16038,8,0.0154,439.0,5,2.0
16040,66,0.0147,1101.0,3,3.0
16041,31,0.0268,2440.0,4,4.0
16042,23,0.0161,1081.0,4,3.0
16043,38,0.0142,665.0,3,2.0
16045,120,0.0233,1020.0,2,3.0
16048,374,2.0,228.0,1,4.0
16049,41,0.0833,941.0,3,4.0
16050,174,1.0,84.0,2,3.0
16052,55,1.0,273.0,3,3.0
16053,33,0.022,1097.0,4,3.0
16054,146,1.0,620.0,2,4.0
16055,221,1.0,94.0,1,3.0
16056,46,1.0,524.0,3,4.0
16057,17,0.026,2030.0,4,4.0
16059,66,0.0198,1362.0,3,3.0
16062,10,0.0112,666.0,5,2.0
16063,261,1.0,288.0,1,3.0
16065,366,1.0,381.0,1,3.0
16066,17,0.0459,1360.0,4,4.0
16070,23,0.1818,805.0,4,4.0
16071,45,1.0,307.0,3,3.0
16072,289,1.0,133.0,1,3.0
16073,298,1.0,144.0,1,3.0
16076,4,0.0485,2303.0,5,4.0
16078,284,1.0,80.0,1,3.0
16079,17,0.12,1454.0,4,4.0
16080,82,0.0103,220.0,2,2.0
16081,57,0.0161,2586.0,3,3.0
16083,101,0.0077,1278.0,2,3.0
16084,300,1.0,412.0,1,4.0
16085,24,0.0168,825.0,4,3.0
16086,60,0.0162,1028.0,3,3.0
16091,155,0.0444,320.0,2,3.0
16092,115,0.0213,712.0,2,3.0
16093,107,1.0,20.0,2,3.0
16094,12,0.0191,991.0,5,3.0
16096,265,1.0,114.0,1,3.0
16097,241,1.0,96.0,1,3.0
16098,88,0.0244,1481.0,2,3.0
16099,51,0.017,726.0,3,2.0
16101,71,1.0,1278.0,3,4.0
16102,43,0.0345,1700.0,3,4.0
16103,8,0.0264,1328.0,5,3.0
16104,62,1.0,237.0,3,3.0
16105,249,1.0,268.0,1,3.0
16106,66,1.0,108.0,3,3.0
16107,18,0.0419,3110.0,4,4.0
16108,85,1.0,774.0,2,4.0
16109,219,0.022,372.0,1,2.0
16110,46,0.0112,1229.0,3,3.0
16112,144,0.0204,94.0,2,2.0
16113,184,1.0,118.0,1,3.0
16114,171,1.0,137.0,2,3.0
16115,10,0.0282,1521.0,5,3.0
16116,212,1.0,487.0,1,4.0
16117,190,1.0,188.0,1,3.0
16119,9,0.0308,428.0,5,3.0
16120,60,4.0,1316.0,3,5.0
16121,58,0.0126,793.0,3,2.0
16122,74,0.0136,504.0,2,2.0
16123,52,1.0,288.0,3,3.0
16124,318,1.0,110.0,1,3.0
16125,368,1.0,274.0,1,3.0
16126,30,0.0149,5927.0,4,3.0
16127,40,1.0,679.0,3,4.0
16128,18,0.0188,1763.0,4,3.0
16131,52,0.0265,3204.0,3,4.0
16133,4,0.1044,12753.0,5,5.0
16134,22,0.0059,637.0,4,2.0
16135,263,1.0,354.0,1,3.0
16136,60,0.0137,628.0,3,2.0
16139,19,0.0159,657.0,4,2.0
16140,66,0.0065,814.0,3,2.0
16141,89,1.0,499.0,2,4.0
16142,250,1.0,392.0,1,3.0
16143,4,0.0163,2075.0,5,3.0
16145,9,0.0313,3535.0,5,4.0
16146,158,0.0395,754.0,2,3.0
16147,134,1.0,236.0,2,3.0
16148,297,1.0,72.0,1,3.0
16149,5,0.0144,240.0,5,2.0
16150,43,0.0151,1866.0,3,3.0
16152,269,1.0,1356.0,1,4.0
16153,50,0.0163,1695.0,3,3.0
16156,9,0.0297,2871.0,5,4.0
16157,16,0.0517,745.0,4,3.0
16159,282,1.0,320.0,1,3.0
16160,66,0.0952,778.0,3,3.0
16161,2,0.0516,5058.0,5,4.0
16162,253,1.0,12.0,1,3.0
16163,233,0.0149,642.0,1,2.0
16164,18,0.1154,776.0,4,4.0
16168,11,0.075,3680.0,5,4.0
16169,9,0.0588,1576.0,5,4.0
