Cust_ID,Recency,Frequency,monetary,RScore,FM_score,rfm_segment
14863,30,1,228,4,3,Potential Loyalists
14865,8,0.0055,36,5,1,Recent Customers
14866,11,0.0308,14117,5,4,Champions
14867,186,0.0197,640,1,3,At Risk
14868,4,0.0346,2731,5,4,Champions
14869,9,0.0208,568,5,3,Loyal Customers
14870,262,1,327,1,3,At Risk
14871,4,0.0112,527,5,2,Potential Loyalists
14873,211,1,361,1,3,At Risk
14875,108,0.0128,1177,2,3,Customers Needing Attention
14878,13,0.0259,1308,5,3,Loyal Customers
14880,78,0.0142,535,2,2,Customers Needing Attention
14881,20,1,208,4,3,Potential Loyalists
14882,27,0.25,612,4,4,Loyal Customers
14883,19,0.0309,685,4,3,Potential Loyalists
14885,132,1,644,2,4,At Risk
14886,253,1,286,1,3,At Risk
14887,80,1,2100,2,5,At Risk
14888,208,1,396,1,3,At Risk
14889,337,1,156,1,3,At Risk
14890,254,1,132,1,3,At Risk
14891,149,0.05,518,2,3,Customers Needing Attention
14893,10,0.6667,1056,5,4,Champions
14894,86,1,653,2,4,At Risk
14895,8,0.0669,8943,5,4,Champions
14896,205,0.0123,398,1,2,Hibernating
14897,8,0.0138,745,5,2,Potential Loyalists
14898,24,0.0172,1075,4,3,Potential Loyalists
14901,12,0.0249,1180,5,3,Loyal Customers
14902,26,1,312,4,3,Potential Loyalists
14903,22,0.0194,2481,4,4,Loyal Customers
14904,3,0.0833,690,5,3,Loyal Customers
14905,158,0.026,661,2,3,Customers Needing Attention
14907,4,0.0192,3309,5,4,Champions
14908,75,1,178,2,3,Customers Needing Attention
14910,3,0.0755,383,5,3,Loyal Customers
14911,2,0.5282,117274,5,5,Champions
14912,17,0.0087,593,4,2,Potential Loyalists
14913,36,0.0123,930,3,3,Potential Loyalists
14915,92,0.0107,234,2,2,Customers Needing Attention
14916,71,0.0157,1069,3,3,Potential Loyalists
14918,116,0.05,1495,2,4,At Risk
14920,213,2,891,1,5,Cant Lose Them
14921,31,0.0116,1204,4,3,Potential Loyalists
14923,51,1,664,3,4,Loyal Customers
14924,246,1,165,1,3,At Risk
14929,33,1,160,4,3,Potential Loyalists
14930,109,0.018,1757,2,3,Customers Needing Attention
14931,5,0.0169,764,5,2,Potential Loyalists
14932,366,1,241,1,3,At Risk
14934,82,0.0099,1741,2,3,Customers Needing Attention
14935,298,1,1895,1,5,Cant Lose Them
14936,34,0.0329,6885,3,4,Loyal Customers
14937,57,0.04,1284,3,4,Loyal Customers
14944,30,0.041,5446,4,4,Loyal Customers
14946,15,1,100,4,3,Potential Loyalists
14947,73,0.0339,264,2,3,Customers Needing Attention
14948,24,0.0305,1088,4,3,Potential Loyalists
14950,20,1,242,4,3,Potential Loyalists
14951,80,1,288,2,3,Customers Needing Attention
14952,60,0.0359,7282,3,4,Loyal Customers
14953,26,1,244,4,3,Potential Loyalists
14954,13,1,196,5,3,Loyal Customers
14957,254,1,57,1,3,At Risk
14958,148,0.0303,200,2,2,Customers Needing Attention
14959,65,0.0172,739,3,2,Customers Needing Attention
14960,9,0.0122,168,5,1,Recent Customers
14961,11,0.0256,6849,5,4,Champions
14962,271,1,119,1,3,At Risk
14963,10,0.0286,1442,5,3,Loyal Customers
14964,248,1,180,1,3,At Risk
14965,97,2,452,2,4,At Risk
14966,15,1,150,4,3,Potential Loyalists
14967,50,1,452,3,4,Loyal Customers
14968,31,1,126,4,3,Potential Loyalists
14970,69,0.0161,1542,3,3,Potential Loyalists
14971,36,0.3333,888,3,4,Loyal Customers
14972,129,1,70,2,3,Customers Needing Attention
14973,108,0.0252,512,2,3,Customers Needing Attention
14974,38,1,96,3,3,Potential Loyalists
14975,58,1,203,3,3,Potential Loyalists
14976,58,0.0222,642,3,3,Potential Loyalists
14978,73,0.0193,1787,2,3,Customers Needing Attention
14981,247,1,98,1,3,At Risk
14984,20,0.0123,161,4,1,Promising
14985,199,0.0124,257,1,2,Hibernating
14987,16,0.0057,384,4,2,Potential Loyalists
14988,212,1,325,1,3,At Risk
14995,39,0.0082,208,3,2,Customers Needing Attention
14997,47,0.0226,304,3,2,Customers Needing Attention
14998,171,0.0278,341,2,2,Customers Needing Attention
15000,48,1,481,3,4,Loyal Customers
15002,116,0.0158,1645,2,3,Customers Needing Attention
15004,148,1,886,2,4,At Risk
15005,16,0.0795,5783,4,4,Loyal Customers
15006,52,1,431,3,4,Loyal Customers
15007,160,1,151,2,3,Customers Needing Attention
15009,13,0.2143,1150,5,4,Champions
15010,36,1,304,3,3,Potential Loyalists
15012,54,0.0062,352,3,2,Customers Needing Attention
15014,44,0.0149,270,3,2,Customers Needing Attention
15016,173,1,131,2,3,Customers Needing Attention
15017,34,1,114,3,3,Potential Loyalists
15018,39,0.0091,308,3,2,Customers Needing Attention
15019,267,1,233,1,3,At Risk
15021,9,0.0251,1641,5,3,Loyal Customers
15022,12,0.0811,750,5,3,Loyal Customers
15023,4,0.03,5870,5,4,Champions
15024,10,0.0251,1600,5,3,Loyal Customers
15025,34,1,377,3,3,Potential Loyalists
15026,81,0.0152,333,2,2,Customers Needing Attention
15027,31,0.0191,797,4,3,Potential Loyalists
15028,9,0.0111,548,5,2,Potential Loyalists
15030,72,0.0101,540,3,2,Customers Needing Attention
15031,5,0.0143,581,5,2,Potential Loyalists
15032,257,0.027,5958,1,4,Cant Lose Them
15033,5,0.0307,2151,5,4,Champions
15034,16,0.0236,3902,4,4,Loyal Customers
15035,90,1,234,2,3,Customers Needing Attention
15036,73,0.0278,393,2,2,Customers Needing Attention
15038,59,0.0192,482,3,3,Potential Loyalists
15039,10,0.1278,17467,5,5,Champions
15041,171,1,162,2,3,Customers Needing Attention
15042,200,1,48,1,3,At Risk
15043,32,1,600,4,4,Loyal Customers
15044,20,0.0494,6423,4,4,Loyal Customers
15045,152,0.0187,316,2,2,Customers Needing Attention
15046,10,0.0455,4411,5,4,Champions
15047,270,1,336,1,3,At Risk
15048,66,0.0132,347,3,2,Customers Needing Attention
15049,274,1,137,1,3,At Risk
15050,26,0.0638,1664,4,4,Loyal Customers
15051,24,0.0234,1321,4,3,Potential Loyalists
15052,320,1,134,1,3,At Risk
15053,5,0.0108,618,5,2,Potential Loyalists
15054,13,0.069,279,5,3,Loyal Customers
15057,276,0.0488,980,1,4,Cant Lose Them
15058,26,0.0382,1910,4,4,Loyal Customers
15059,41,0.0305,1069,3,3,Potential Loyalists
15060,9,2,243,5,4,Champions
15061,4,0.1297,38791,5,5,Champions
15062,72,0.0138,890,3,3,Potential Loyalists
15063,214,1,84,1,3,At Risk
15065,38,0.0157,2342,3,3,Potential Loyalists
15066,54,1,747,3,4,Loyal Customers
15067,79,0.0146,1538,2,3,Customers Needing Attention
15068,47,0.0095,450,3,2,Customers Needing Attention
15069,180,1,928,1,4,Cant Lose Them
15070,373,1,108,1,3,At Risk
15071,94,0.0109,875,2,3,Customers Needing Attention
15073,10,0.0169,947,5,3,Loyal Customers
15074,106,1,777,2,4,At Risk
15075,78,1,614,2,4,At Risk
15076,173,1,778,2,4,At Risk
15078,8,0.0884,9803,5,4,Champions
15079,213,0.0195,872,1,3,At Risk
15081,23,0.0145,413,4,2,Potential Loyalists
15083,257,1,48,1,3,At Risk
15087,282,1,272,1,3,At Risk
15088,22,0.0426,946,4,4,Loyal Customers
15089,11,0.0504,1836,5,4,Champions
15090,309,1,368,1,3,At Risk
15091,68,1,411,3,3,Potential Loyalists
15092,216,0.029,411,1,2,Hibernating
15093,19,0.0169,3099,4,3,Potential Loyalists
15095,104,0.0396,1292,2,4,At Risk
15096,43,1,206,3,3,Potential Loyalists
15097,5,1,231,5,3,Loyal Customers
15098,183,1,300,1,3,At Risk
15099,85,1,361,2,3,Customers Needing Attention
15101,9,0.0057,318,5,2,Potential Loyalists
15103,32,0.0357,568,4,3,Potential Loyalists
15104,197,0.023,619,1,3,At Risk
15105,19,0.0598,2143,4,4,Loyal Customers
15106,18,0.0198,1241,4,3,Potential Loyalists
15107,312,0.0645,202,1,2,Hibernating
15108,142,0.0345,1033,2,4,At Risk
15109,246,1,334,1,3,At Risk
15110,24,0.0135,638,4,2,Potential Loyalists
15111,30,0.0087,1420,4,3,Potential Loyalists
15113,10,0.0652,3569,5,4,Champions
15114,31,0.0368,2560,4,4,Loyal Customers
15115,19,1,230,4,3,Potential Loyalists
15116,18,0.0213,1274,4,3,Potential Loyalists
15117,15,0.0248,1158,4,3,Potential Loyalists
15118,135,1,0,2,3,Customers Needing Attention
15119,246,1,177,1,3,At Risk
15120,134,1,160,2,3,Customers Needing Attention
15121,51,0.0084,411,3,2,Customers Needing Attention
15122,115,0.0163,1480,2,3,Customers Needing Attention
15123,8,0.01,2102,5,3,Loyal Customers
15124,23,0.0118,146,4,1,Promising
15125,26,0.061,10744,4,4,Loyal Customers
15127,66,1,409,3,3,Potential Loyalists
15128,61,0.025,1410,3,3,Potential Loyalists
15129,51,0.0455,3209,3,4,Loyal Customers
15130,170,1,327,2,3,Customers Needing Attention
15132,19,0.0204,1063,4,3,Potential Loyalists
15133,128,0.0171,874,2,3,Customers Needing Attention
15134,15,0.0352,1480,4,4,Loyal Customers
15135,240,1,146,1,3,At Risk
15136,3,0.0421,1356,5,4,Champions
15139,240,0.0204,184,1,2,Hibernating
15140,53,0.0329,2275,3,4,Loyal Customers
15142,47,1,434,3,4,Loyal Customers
15143,226,1,264,1,3,At Risk
15144,9,0.0557,6562,5,4,Champions
15145,5,0.0163,959,5,3,Loyal Customers
15146,165,0.0156,1076,2,3,Customers Needing Attention
15147,241,1,532,1,4,Cant Lose Them
15148,11,1,292,5,3,Loyal Customers
15149,134,1,417,2,4,At Risk
15150,18,0.0395,4477,4,4,Loyal Customers
15152,10,0.0726,4092,5,4,Champions
15153,32,1,244,4,3,Potential Loyalists
15154,76,1,218,2,3,Customers Needing Attention
15156,2,0.0909,749,5,3,Loyal Customers
15157,4,0.0084,1368,5,3,Loyal Customers
15158,46,1,378,3,3,Potential Loyalists
15159,2,0.0776,16318,5,4,Champions
15160,358,1,156,1,3,At Risk
15163,19,0.0114,270,4,2,Potential Loyalists
15164,69,0.011,807,3,2,Customers Needing Attention
15165,374,1,421,1,4,Cant Lose Them
15167,321,1,157,1,3,At Risk
15168,26,1,94,4,3,Potential Loyalists
15171,332,1,1320,1,4,Cant Lose Them
15172,9,0.0218,1347,5,3,Loyal Customers
15174,323,1,114,1,3,At Risk
15175,72,1,146,3,3,Potential Loyalists
15178,261,1,40,1,3,At Risk
15179,19,0.0166,1962,4,3,Potential Loyalists
15180,368,1,88,1,3,At Risk
15181,67,0.0147,412,3,2,Customers Needing Attention
15182,155,0.0174,618,2,2,Customers Needing Attention
15184,30,0.0123,272,4,2,Potential Loyalists
15185,71,1,120,3,3,Potential Loyalists
15186,15,0.0129,377,4,2,Potential Loyalists
15187,2,0.0613,3280,5,4,Champions
15189,2,0.1235,12460,5,5,Champions
15192,120,0.0121,900,2,3,Customers Needing Attention
15193,61,1,358,3,3,Potential Loyalists
15194,4,0.041,6356,5,4,Champions
15195,3,1,4212,5,5,Champions
15197,11,0.0086,618,5,2,Potential Loyalists
15198,93,0.0606,180,2,2,Customers Needing Attention
15199,60,0.016,1290,3,3,Potential Loyalists
15201,88,0.0311,1026,2,4,At Risk
15203,26,0.0209,1668,4,3,Potential Loyalists
15204,358,1,200,1,3,At Risk
15205,86,0.0465,502,2,3,Customers Needing Attention
15206,11,0.015,486,5,2,Potential Loyalists
15208,2,0.0142,591,5,2,Potential Loyalists
15210,226,1,210,1,3,At Risk
15211,61,0.0065,696,3,2,Customers Needing Attention
15212,242,1,68,1,3,At Risk
15213,319,0.1667,327,1,3,At Risk
15214,2,0.0331,1410,5,4,Champions
15215,47,0.0588,564,3,3,Potential Loyalists
15216,88,1,104,2,3,Customers Needing Attention
15218,11,0.0356,5700,5,4,Champions
15219,177,1,152,2,3,Customers Needing Attention
15220,52,0.0261,1497,3,3,Potential Loyalists
15221,367,1,164,1,3,At Risk
15222,319,1,540,1,4,Cant Lose Them
15223,226,0.08,463,1,3,At Risk
15224,359,0.4,239,1,3,At Risk
15225,235,1,336,1,3,At Risk
15226,311,1,141,1,3,At Risk
15227,37,0.0177,912,3,3,Potential Loyalists
15228,67,0.0175,2893,3,3,Potential Loyalists
15230,240,1,360,1,3,At Risk
15232,114,0.0714,586,2,3,Customers Needing Attention
15234,277,1,178,1,3,At Risk
15235,218,0.0764,2057,1,4,Cant Lose Them
15236,299,1,271,1,3,At Risk
15237,2,0.0176,1111,5,3,Loyal Customers
15238,30,0.0192,891,4,3,Potential Loyalists
15239,11,0.029,681,5,3,Loyal Customers
15240,45,0.0187,1405,3,3,Potential Loyalists
15241,67,0.0367,1270,3,4,Loyal Customers
15243,75,1,308,2,3,Customers Needing Attention
15244,66,0.0109,619,3,2,Customers Needing Attention
15245,135,0.0234,2326,2,4,At Risk
15246,239,0.0165,518,1,2,Hibernating
15247,123,1,400,2,3,Customers Needing Attention
15249,32,0.0575,6686,4,4,Loyal Customers
15251,10,0.0472,8858,5,4,Champions
15252,37,0.0135,10723,3,3,Potential Loyalists
15253,17,0.0325,883,4,4,Loyal Customers
15254,128,1,222,2,3,Customers Needing Attention
15255,67,1,844,3,4,Loyal Customers
15256,149,1,99,2,3,Customers Needing Attention
15257,284,1,36,1,3,At Risk
15258,169,0.04,455,2,3,Customers Needing Attention
15260,101,0.0256,1700,2,3,Customers Needing Attention
15261,136,1,210,2,3,Customers Needing Attention
15262,324,1,167,1,3,At Risk
15263,107,1,115,2,3,Customers Needing Attention
15264,65,1,429,3,4,Loyal Customers
15265,152,0.0235,1301,2,3,Customers Needing Attention
15266,339,1,81,1,3,At Risk
15267,23,0.0311,1648,4,4,Loyal Customers
15269,24,1,120,4,3,Potential Loyalists
15270,16,0.0236,2193,4,4,Loyal Customers
15271,8,0.0418,2294,5,4,Champions
15272,58,0.0667,513,3,3,Potential Loyalists
15274,5,0.1333,612,5,4,Champions
15275,38,1,472,3,4,Loyal Customers
15276,67,1,125,3,3,Potential Loyalists
15277,47,1,232,3,3,Potential Loyalists
15279,355,1,204,1,3,At Risk
15280,173,1,123,2,3,Customers Needing Attention
15281,59,0.0326,2101,3,4,Loyal Customers
15286,50,1,232,3,3,Potential Loyalists
15287,23,0.0408,384,4,3,Potential Loyalists
15288,44,0.0155,2127,3,3,Potential Loyalists
15289,30,0.0136,780,4,2,Potential Loyalists
15290,5,0.0506,7189,5,4,Champions
15291,26,0.0401,4132,4,4,Loyal Customers
15292,202,1,135,1,3,At Risk
15296,51,0.0217,3110,3,4,Loyal Customers
15297,11,0.0556,639,5,3,Loyal Customers
15298,3,0.0329,4436,5,4,Champions
15299,68,0.0196,4410,3,4,Loyal Customers
15300,65,1,450,3,4,Loyal Customers
15301,51,0.0376,4562,3,4,Loyal Customers
15303,291,1,472,1,4,Cant Lose Them
15304,61,0.0162,244,3,2,Customers Needing Attention
15306,65,0.0353,864,3,4,Loyal Customers
15307,96,1,137,2,3,Customers Needing Attention
15308,275,1,227,1,3,At Risk
15311,1,0.2433,59826,5,5,Champions
15312,76,0.0143,941,2,3,Customers Needing Attention
15313,111,1,50,2,3,Customers Needing Attention
15314,200,1,293,1,3,At Risk
15315,65,0.0377,466,3,3,Potential Loyalists
15316,327,1,200,1,3,At Risk
15318,4,1,170,5,3,Loyal Customers
15319,284,1,138,1,3,At Risk
15320,45,1,187,3,3,Potential Loyalists
15321,71,0.0135,2518,3,3,Potential Loyalists
15322,86,1,628,2,4,At Risk
15325,104,1,110,2,3,Customers Needing Attention
15326,334,1,243,1,3,At Risk
15327,53,1,84,3,3,Potential Loyalists
15329,40,0.0226,877,3,3,Potential Loyalists
15330,33,0.069,360,4,3,Potential Loyalists
15332,367,1,1762,1,4,Cant Lose Them
15333,209,1,1006,1,4,Cant Lose Them
15334,157,0.1667,381,2,3,Customers Needing Attention
15335,54,1,166,3,3,Potential Loyalists
15339,67,0.0079,515,3,2,Customers Needing Attention
15341,81,1,2120,2,5,At Risk
15342,130,1,368,2,3,Customers Needing Attention
15343,88,1,248,2,3,Customers Needing Attention
15344,1,0.04,240,5,3,Loyal Customers
15345,46,1,231,3,3,Potential Loyalists
15346,333,1,234,1,3,At Risk
15347,367,1,176,1,3,At Risk
15348,73,1,156,2,3,Customers Needing Attention
15349,159,0.0667,379,2,3,Customers Needing Attention
15350,374,1,111,1,3,At Risk
15351,13,0.0196,1909,5,4,Champions
15353,255,0.0175,557,1,2,Hibernating
15355,30,0.08,279,4,3,Potential Loyalists
15356,32,0.0296,2743,4,4,Loyal Customers
15358,5,0.0608,7391,5,4,Champions
15360,40,1,411,3,3,Potential Loyalists
15361,362,1,396,1,3,At Risk
15363,373,1,349,1,3,At Risk
15364,96,0.0125,903,2,3,Customers Needing Attention
15365,26,0.0241,2060,4,4,Loyal Customers
15366,76,0.007,410,2,2,Customers Needing Attention
15367,58,0.0183,1799,3,3,Potential Loyalists
15368,22,1,472,4,4,Loyal Customers
15370,60,0.0219,1550,3,3,Potential Loyalists
15372,138,1,1384,2,4,At Risk
15373,9,0.0247,1311,5,3,Loyal Customers
15374,129,1,132,2,3,Customers Needing Attention
15376,41,0.0164,1084,3,3,Potential Loyalists
15379,170,0.0368,3404,2,4,At Risk
15380,9,0.014,1506,5,3,Loyal Customers
15381,269,1,258,1,3,At Risk
15382,15,0.0213,5724,4,4,Loyal Customers
15384,170,0.0105,579,2,2,Customers Needing Attention
15385,41,1,296,3,3,Potential Loyalists
15386,187,1,320,1,3,At Risk
15388,271,1,144,1,3,At Risk
15389,173,1,400,2,3,Customers Needing Attention
15392,5,0.0112,1514,5,3,Loyal Customers
15393,17,0.0075,248,4,2,Potential Loyalists
15394,10,0.0114,1781,5,3,Loyal Customers
15395,326,1,92,1,3,At Risk
15396,113,1,204,2,3,Customers Needing Attention
15397,290,1,95,1,3,At Risk
15398,17,0.0317,1285,4,4,Loyal Customers
15399,2,0.038,806,5,3,Loyal Customers
15400,93,0.0267,712,2,3,Customers Needing Attention
15402,149,0.0408,495,2,3,Customers Needing Attention
15405,190,1,242,1,3,At Risk
15406,32,0.0074,394,4,2,Potential Loyalists
15407,34,0.0147,664,3,2,Customers Needing Attention
15408,265,1,167,1,3,At Risk
15410,85,0.0449,3098,2,4,At Risk
15411,27,0.0255,1228,4,3,Potential Loyalists
15412,172,1,49,2,3,Customers Needing Attention
15414,10,0.0128,740,5,2,Potential Loyalists
15415,314,1,510,1,4,Cant Lose Them
15416,65,0.0183,3372,3,4,Loyal Customers
15417,86,1,550,2,4,At Risk
15419,25,1,70,4,3,Potential Loyalists
15421,59,0.0158,930,3,3,Potential Loyalists
15422,324,2,104,1,3,At Risk
15423,39,1,8,3,3,Potential Loyalists
15424,255,2,270,1,4,Cant Lose Them
15426,20,0.0142,1243,4,3,Potential Loyalists
15427,34,0.2,1207,3,4,Loyal Customers
15428,16,1,72,4,3,Potential Loyalists
15429,27,0.04,333,4,3,Potential Loyalists
15432,24,1,178,4,3,Potential Loyalists
15433,214,0.0364,602,1,3,At Risk
15434,9,0.0259,879,5,3,Loyal Customers
15435,23,1,128,4,3,Potential Loyalists
15436,13,0.0135,11071,5,3,Loyal Customers
15437,263,1,190,1,3,At Risk
15438,132,1,135,2,3,Customers Needing Attention
15440,55,0.0194,289,3,2,Customers Needing Attention
15442,249,1,600,1,4,Cant Lose Them
15443,2,0.0219,2906,5,4,Champions
15444,10,0.0625,1272,5,4,Champions
15445,265,1,66,1,3,At Risk
15447,331,1,147,1,3,At Risk
15448,313,1,404,1,3,At Risk
15449,27,0.0127,978,4,3,Potential Loyalists
15450,31,1,394,4,3,Potential Loyalists
15452,30,0.0127,533,4,2,Potential Loyalists
15453,2,0.0374,1236,5,4,Champions
15454,363,1,136,1,3,At Risk
15456,284,0.039,455,1,3,At Risk
15457,263,1,212,1,3,At Risk
15458,26,1,144,4,3,Potential Loyalists
15460,355,1,181,1,3,At Risk
15462,95,0.0319,208,2,3,Customers Needing Attention
15463,30,1,118,4,3,Potential Loyalists
15464,339,1,774,1,4,Cant Lose Them
15465,20,0.0513,3143,4,4,Loyal Customers
15466,86,1,358,2,3,Customers Needing Attention
15467,10,0.0208,489,5,3,Loyal Customers
15468,52,1,444,3,4,Loyal Customers
15469,51,0.0282,368,3,2,Customers Needing Attention
15471,3,1,472,5,4,Champions
15472,114,1,355,2,3,Customers Needing Attention
15473,15,0.1489,2064,4,5,Champions
15475,78,1,406,2,3,Customers Needing Attention
15478,41,0.1176,1227,3,4,Loyal Customers
15480,117,1,577,2,4,At Risk
15482,16,0.032,9174,4,4,Loyal Customers
15483,162,0.0377,10227,2,4,At Risk
15484,2,0.0513,3038,5,4,Champions
15485,31,0.0087,1917,4,3,Potential Loyalists
15488,93,1,72,2,3,Customers Needing Attention
15489,23,0.0158,1002,4,3,Potential Loyalists
15491,96,0.0426,2769,2,4,At Risk
15492,29,0.0426,462,4,3,Potential Loyalists
15493,33,0.0209,1554,4,3,Potential Loyalists
15494,22,0.0198,1021,4,3,Potential Loyalists
15497,18,0.0066,1032,4,3,Potential Loyalists
15498,3,0.0712,11786,5,4,Champions
15500,9,0.0541,910,5,4,Champions
15502,16,0.0254,5669,4,4,Loyal Customers
15503,363,1,133,1,3,At Risk
15504,82,1,47,2,3,Customers Needing Attention
15505,53,0.0481,3220,3,4,Loyal Customers
15506,23,0.0256,881,4,3,Potential Loyalists
15507,172,1,386,2,3,Customers Needing Attention
15508,190,0.1277,826,1,4,Cant Lose Them
15511,12,0.0667,665,5,3,Loyal Customers
15512,156,0.0098,104,2,1,About to Sleep
15513,34,0.0557,12571,3,4,Loyal Customers
15514,13,0.0312,4165,5,4,Champions
15516,45,1,54,3,3,Potential Loyalists
15517,234,1,219,1,3,At Risk
15518,65,0.0297,1818,3,3,Potential Loyalists
15520,2,1,322,5,3,Loyal Customers
15521,41,0.0326,2094,3,4,Loyal Customers
15522,33,0.0357,259,4,3,Potential Loyalists
15523,85,1,435,2,4,At Risk
15525,3,0.0081,633,5,2,Potential Loyalists
15526,34,1,10,3,3,Potential Loyalists
15527,19,0.0237,1669,4,3,Potential Loyalists
15528,255,1,220,1,3,At Risk
15529,23,0.0319,3331,4,4,Loyal Customers
15530,22,0.0177,1255,4,3,Potential Loyalists
15531,9,0.087,1673,5,4,Champions
15532,26,0.012,1187,4,3,Potential Loyalists
15533,20,0.0423,676,4,3,Potential Loyalists
15535,174,0.0258,395,2,2,Customers Needing Attention
15537,164,1,95,2,3,Customers Needing Attention
15539,8,1,513,5,4,Champions
15540,12,1,188,5,3,Loyal Customers
15541,115,1,74,2,3,Customers Needing Attention
15543,289,1,114,1,3,At Risk
15544,10,0.0247,3337,5,4,Champions
15545,55,0.0063,243,3,2,Customers Needing Attention
15547,8,0.0365,3819,5,4,Champions
15549,78,0.0125,1401,2,3,Customers Needing Attention
15550,5,0.0134,541,5,2,Potential Loyalists
15551,37,1,308,3,3,Potential Loyalists
15552,218,1,89,1,3,At Risk
15553,61,1,279,3,3,Potential Loyalists
15554,278,1,152,1,3,At Risk
15555,13,0.0447,23568,5,4,Champions
15556,25,1,226,4,3,Potential Loyalists
15557,29,1,373,4,3,Potential Loyalists
15561,12,0.0195,515,5,3,Loyal Customers
15562,352,1,117,1,3,At Risk
15563,23,0.0119,1074,4,3,Potential Loyalists
15565,51,0.0952,174,3,2,Customers Needing Attention
15567,19,1,150,4,3,Potential Loyalists
15568,3,0.0417,615,5,3,Loyal Customers
15569,104,0.0217,1492,2,3,Customers Needing Attention
15570,8,0.0331,3396,5,4,Champions
15571,12,0.0588,645,5,3,Loyal Customers
15572,5,0.0255,1992,5,4,Champions
15573,32,0.0364,462,4,3,Potential Loyalists
15574,178,0.0204,492,2,3,Customers Needing Attention
15576,38,1,838,3,4,Loyal Customers
15577,152,0.0194,242,2,2,Customers Needing Attention
15578,163,1,120,2,3,Customers Needing Attention
15579,69,0.0081,292,3,2,Customers Needing Attention
15581,157,0.0474,692,2,3,Customers Needing Attention
15582,25,0.0152,623,4,2,Potential Loyalists
15584,24,0.0286,632,4,3,Potential Loyalists
15585,177,1,450,2,4,At Risk
15587,51,0.0132,840,3,3,Potential Loyalists
15589,256,0.0536,418,1,3,At Risk
15592,47,1,372,3,3,Potential Loyalists
15593,71,1,204,3,3,Potential Loyalists
15594,16,0.0227,1670,4,3,Potential Loyalists
15596,101,0.0188,1217,2,3,Customers Needing Attention
15597,36,1,318,3,3,Potential Loyalists
15598,54,1,212,3,3,Potential Loyalists
15599,27,0.0112,721,4,2,Potential Loyalists
15601,12,0.0387,5536,5,4,Champions
15602,9,0.0249,982,5,3,Loyal Customers
15603,79,1,48,2,3,Customers Needing Attention
15604,53,1,219,3,3,Potential Loyalists
15605,37,0.0148,1063,3,3,Potential Loyalists
15606,62,0.0341,2796,3,4,Loyal Customers
15607,337,1,56,1,3,At Risk
15608,29,0.043,975,4,4,Loyal Customers
15609,185,1,248,1,3,At Risk
15610,52,1,106,3,3,Potential Loyalists
15611,10,0.0337,1150,5,4,Champions
15612,37,0.0769,168,3,2,Customers Needing Attention
15615,11,0.0657,9819,5,4,Champions
15618,33,0.0381,802,4,3,Potential Loyalists
15619,11,1,292,5,3,Loyal Customers
15620,57,0.0099,1358,3,3,Potential Loyalists
15621,5,0.2222,1362,5,4,Champions
15622,44,0.0375,3122,3,4,Loyal Customers
15623,142,1,265,2,3,Customers Needing Attention
15624,117,0.0284,507,2,3,Customers Needing Attention
15625,104,0.0301,1448,2,3,Customers Needing Attention
15626,75,0.0078,510,2,2,Customers Needing Attention
15628,5,0.0248,2734,5,4,Champions
15630,46,0.0125,987,3,3,Potential Loyalists
15632,16,0.0308,3302,4,4,Loyal Customers
15634,18,1,234,4,3,Potential Loyalists
15636,90,0.0103,630,2,2,Customers Needing Attention
15637,53,1,208,3,3,Potential Loyalists
15639,135,1,96,2,3,Customers Needing Attention
15640,5,0.0407,10276,5,4,Champions
15641,106,0.0157,1708,2,3,Customers Needing Attention
15643,192,0.0326,421,1,3,At Risk
15644,167,0.0417,795,2,3,Customers Needing Attention
15645,19,1,610,4,4,Loyal Customers
15646,158,0.0139,285,2,2,Customers Needing Attention
15648,205,0.0313,523,1,3,At Risk
15649,337,0.0625,768,1,3,At Risk
15651,37,0.0133,540,3,2,Customers Needing Attention
15652,92,1,307,2,3,Customers Needing Attention
15653,93,0.0833,1200,2,4,At Risk
15654,10,0.1111,939,5,4,Champions
15655,244,1,460,1,4,Cant Lose Them
15656,46,0.0167,621,3,2,Customers Needing Attention
15657,23,1,24,4,3,Potential Loyalists
15658,191,0.0219,678,1,3,At Risk
15659,44,1,294,3,3,Potential Loyalists
15660,26,0.0235,1522,4,3,Potential Loyalists
15661,318,0.0909,236,1,3,At Risk
15663,107,1,116,2,3,Customers Needing Attention
15664,51,1,310,3,3,Potential Loyalists
15665,169,0.0263,2171,2,4,At Risk
15667,40,1,240,3,3,Potential Loyalists
15668,218,1,72,1,3,At Risk
15669,41,0.0179,654,3,3,Potential Loyalists
15670,297,1,172,1,3,At Risk
15671,19,0.0277,2686,4,4,Loyal Customers
15673,89,0.0167,2346,2,3,Customers Needing Attention
15674,74,0.022,1920,2,4,At Risk
15675,82,0.015,204,2,1,About to Sleep
15676,19,0.0113,2934,4,3,Potential Loyalists
15677,50,1,606,3,4,Loyal Customers
15678,53,1,356,3,3,Potential Loyalists
15679,25,0.0252,611,4,3,Potential Loyalists
15680,10,0.0084,1228,5,3,Loyal Customers
15681,26,0.0195,1378,4,3,Potential Loyalists
15683,118,1,201,2,3,Customers Needing Attention
15687,9,0.0279,2506,5,4,Champions
15689,120,0.0082,256,2,2,Customers Needing Attention
15690,5,0.0206,192,5,2,Potential Loyalists
15691,253,1,144,1,3,At Risk
15692,29,1,186,4,3,Potential Loyalists
